DPU Throughput
timestamp,FPS

DDR Bandwidth
timestamp,DDRC_PORT_S1_Read,DDRC_PORT_S1_Write,DDRC_PORT_S2_Read,DDRC_PORT_S2_Write,DDRC_PORT_S3_Read,DDRC_PORT_S3_Write,DDRC_PORT_S4_Read,DDRC_PORT_S4_Write,DDRC_PORT_S5_Read,DDRC_PORT_S5_Write,
2443670.26,158.81,1.5,158.78,24.41,241.93,0,1396.88,118.76,1386.25,118.76,
2443660.21,313.44,11.93,311.02,190.56,259.23,0,257.64,170.6,260.73,170.6,
2443650.19,10.95,0.65,8.19,9.92,241.93,0,0,0,0,0,
2443640.17,20.9,1.36,19.21,19.73,259.2,0,0,0,0,0,
2443630.15,61.6,4.86,58.79,65.63,241.93,0,0,0,0,0,
2443620.13,35.34,20.8,32.5,329.47,241.93,0,0,0,0,0,
2443610.11,31.45,29.18,27.37,464.64,259.2,0,0,0,0,0,
2443600.09,57.65,2.43,55.4,36.38,241.93,0,0,0,0,0,
2443590.06,159.86,13.86,158.65,217.5,259.2,0,0,0,0,0,
2443579.99,309.39,12.95,313.33,213.79,241.93,0,807.14,0,802.81,0,
2443569.95,135.69,2.15,133.44,33.24,241.93,0,864.69,291.02,852.19,291.02,
2443559.88,259.19,10.58,258.09,166.7,259.2,0,0,0,0,0,
2443549.87,12.15,0.91,9.86,13.18,241.93,0,0,0,0,0,
2443539.85,37.1,2.56,33.29,34.36,259.2,0,0,0,0,0,
2443529.83,63.02,3.67,57.46,48.21,241.93,0,0,0,0,0,
2443519.81,10.4,34.59,7.87,552.16,241.93,0,0,0,0,0,
2443509.79,41.25,14.7,39.34,233.04,259.2,0,0,0,0,0,
2443499.77,73.64,4.12,73.37,62.4,241.93,0,0,0,0,0,
2443489.74,265.32,16.03,271.83,254.43,259.22,0,0,0,0,0,
2443479.69,227.31,8.95,223.9,149.85,243.05,0,1253.84,54.55,1250.42,54.55,
2443469.65,341.69,12.07,338.1,195.52,241.93,0,406.73,232.32,402.41,232.32,
2443459.63,11.52,0.82,9.55,12.38,259.2,0,0,0,0,0,
2443449.61,36.77,2.67,36.51,37.82,241.93,0,0,0,0,0,
2443439.59,69.77,3.92,61.61,48.94,255.59,0,0,0,0,0,
2443429.57,9.55,35.24,7.9,561.98,246.05,0,0,0,0,0,
2443419.55,43.84,14.33,38.41,226.27,241.93,0,0,0,0,0,
2443409.53,77.82,4.21,74.18,63.32,259.2,0,0,0,0,0,
2443399.50,274,16.03,280.4,255.18,241.93,0,0,0,0,0,
2443389.44,215.98,8.91,214.38,149.83,251.78,0,1278.23,60.21,1265.75,60.21,
2443379.40,333.71,11.96,329.59,189.66,250.43,0,396,230.81,386.86,230.81,
2443369.38,12.29,0.6,9.4,8.06,241.93,0,0,0,0,0,
2443359.37,20.62,1.22,16.45,17.91,259.23,0,0,0,0,0,
2443349.35,58.97,4.79,52.53,66.15,241.93,0,0,0,0,0,
2443339.33,41.53,15.86,36.95,248.94,248.83,0,0,0,0,0,
2443329.31,28.76,34.29,27.74,547.1,252.86,0,0,0,0,0,
2443319.29,46.38,1.93,47.12,29.32,241.95,0,0,0,0,0,
2443309.26,146.54,13.79,146.37,216.95,259.2,0,0,0,0,0,
2443299.19,317.48,13.46,320.17,221.73,241.93,0,584.39,0,578.85,0,
2443289.16,132.61,1.17,127.72,16.77,244.45,0,1078.32,291.02,1074.01,291.02,
2443279.09,274.68,11.22,275.01,179.81,258.51,0,0,0,0,0,
2443269.07,18.18,1.01,19.4,18.45,241.93,0,0,0,0,0,
2443259.05,33.93,1.61,31.94,20.15,259.2,0,0,0,0,0,
2443249.03,55.48,4.54,50.2,60.14,241.93,0,0,0,0,0,
2443239.02,19.32,31.07,15.36,495.11,241.93,0,0,0,0,0,
2443228.99,45.56,18.46,42.04,292.92,259.2,0,0,0,0,0,
2443218.98,69.1,3.79,67.12,57.26,241.93,0,0,0,0,0,
2443208.94,212.9,14.84,215.27,234.42,259.2,0,0,0,0,0,
2443198.88,271.23,10.44,275.4,175.94,241.93,0,1110.65,0,1104.67,0,
2443188.83,282.74,10.06,282.41,161.12,241.93,0,551.87,291.02,545.16,291.02,
2443178.80,71.5,2.57,70.3,40.06,259.2,0,0,0,0,0,
2443168.77,36.11,1.7,34,23.94,241.93,0,0,0,0,0,
2443158.75,62.84,4.62,57.28,64.42,259.2,0,0,0,0,0,
2443148.74,18.23,31.85,16.06,507.27,241.93,0,0,0,0,0,
2443138.72,42.83,17.89,42.44,284.07,241.95,0,0,0,0,0,
2443128.70,68.66,3.88,69.06,58.55,259.2,0,0,0,0,0,
2443118.66,227.6,15.21,230.51,240.72,241.93,0,0,0,0,0,
2443108.59,262.88,10.06,260.69,168.09,259.2,0,1152.01,20.07,1148.01,20.07,
2443098.54,293.2,10.47,292.26,173.35,241.95,0,510.22,270.95,504.86,270.95,
2443088.50,57.09,1.96,52.01,26.62,241.93,0,0,0,0,0,
2443078.48,20.19,1.28,18.35,17.63,259.2,0,0,0,0,0,
2443068.47,45.29,4.58,39.1,59.62,241.93,0,0,0,0,0,
2443058.44,57.37,11.34,50.05,173.39,259.2,0,0,0,0,0,
2443048.43,31.42,39.31,24.17,625.45,241.93,0,0,0,0,0,
2443038.41,41.39,1.58,40.86,23.95,241.93,0,0,0,0,0,
2443028.37,129.65,13.66,129.54,215.19,259.23,0,0,0,0,0,
2443018.31,309.58,13.93,316.82,231.18,241.93,0,160.86,0,160.28,0,
2443008.29,142.42,0.17,141.62,1.84,259.2,0,1494.08,291.02,1474.2,291.02,
2442998.24,291.05,12.05,286.9,189.61,241.93,0,10.29,0,9.34,0,
2442988.23,21.41,1.13,19.47,17.99,241.93,0,0,0,0,0,
2442978.20,22.56,1.14,22.14,17.45,259.2,0,0,0,0,0,
2442968.19,64.07,4.79,56.55,62.97,241.93,0,0,0,0,0,
2442958.17,24.07,28.01,21.69,445.81,259.2,0,0,0,0,0,
2442948.15,44.09,21.71,43.67,345.93,241.93,0,0,0,0,0,
2442938.13,58.31,3.22,56.92,48.63,241.93,0,0,0,0,0,
2442928.09,184.32,14.13,183.54,222.72,259.22,0,0,0,0,0,
2442917.98,297.18,11.64,298.64,194.08,241.95,0,988.58,0,983.08,0,
2442907.93,211.29,4.8,204.56,76.25,259.23,0,665.48,291.02,659.41,291.02,
2442897.84,155.91,7.76,153.42,122.11,241.93,0,0,0,0,0,
2442887.82,33.52,1.65,30.2,21.26,241.93,0,0,0,0,0,
2442877.80,56.3,4.42,48.83,61.3,259.2,0,0,0,0,0,
2442867.79,25.98,29.31,21.92,465.76,241.95,0,0,0,0,0,
2442857.77,43.83,20.73,38.9,328.57,259.23,0,0,0,0,0,
2442847.75,65.52,3.48,63.42,52.34,241.93,0,0,0,0,0,
2442837.71,194.02,14.4,198.38,228.35,241.93,0,0,0,0,0,
2442827.64,290.97,11.3,296.89,189.16,259.2,0,1035.05,0,1027.82,0,
2442817.60,245.7,6.11,241.38,95.23,241.93,0,625.61,291.02,621.46,291.02,
2442807.53,132.81,6.46,129.31,101.95,259.2,0,0,0,0,0,
2442797.51,20.4,1.25,16.7,17.96,241.95,0,0,0,0,0,
2442787.49,42.07,4.39,37.37,58.74,241.93,0,0,0,0,0,
2442777.47,56.09,8.83,51.12,134.03,259.21,0,0,0,0,0,
2442767.45,26.27,41.88,24.53,667.49,241.93,0,0,0,0,0,
2442757.43,35.32,1.14,35.09,16.57,259.2,0,0,0,0,0,
2442747.41,112.47,13.62,105.98,212.7,241.95,0,0,0,0,0,
2442737.37,321.6,14.22,328.3,233.97,241.93,0,0,0,0,0,
2442727.35,152.94,0.52,151.1,7.91,259.2,0,1552.5,200.7,1543.36,200.7,
2442717.30,308.39,11.89,307.08,192.5,241.93,0,103.79,90.32,105.22,90.32,
2442707.28,17.85,1.21,18.7,19.88,259.2,0,0,0,0,0,
2442697.26,43.03,4.52,40.45,61.17,241.93,0,0,0,0,0,
2442687.24,63.64,9.06,54.33,135.36,241.93,0,0,0,0,0,
2442677.22,28.36,42.09,23.53,670.25,259.23,0,0,0,0,0,
2442667.20,37.09,1.12,35.42,16.95,241.93,0,0,0,0,0,
2442657.18,108.31,13.6,106.83,213.09,259.2,0,0,0,0,0,
2442647.03,325.22,14.38,330.98,236.03,241.93,0,0,0,0,0,
2442637.00,147.46,0.32,148.36,5.17,241.93,0,1600.26,206.62,1590.04,206.62,
2442626.93,294.01,11.7,292.39,186.19,259.2,0,57.68,73.19,57.75,73.19,
2442616.92,20.94,0.96,16.6,13.18,241.93,0,0,0,0,0,
2442606.90,19.88,1.21,17.92,16.39,259.2,0,0,0,0,0,
2442596.88,63.83,4.91,55.44,65.71,241.95,0,0,0,0,0,
2442586.86,30.82,25.88,29.52,411.31,241.93,0,0,0,0,0,
2442576.84,42.45,24.17,41.17,384.8,259.2,0,0,0,0,0,
2442566.82,53.02,2.88,51.32,43.61,241.93,0,0,0,0,0,
2442556.79,175.2,14.01,173.15,220.5,259.2,0,0,0,0,0,
2442546.72,301.54,12.17,304.8,201.42,241.93,0,922.13,0,913.13,0,
2442536.68,181.85,3.48,181.23,54.9,241.93,0,746.9,291.02,737.01,291.02,
2442526.63,199.51,9.19,199.66,146.73,259.2,0,0,0,0,0,
2442516.62,8.65,0.85,9.89,14.08,241.93,0,0,0,0,0,
2442506.60,42.6,3.71,38.21,48.38,259.2,0,0,0,0,0,
2442496.58,66.27,5.43,57.31,78.27,241.93,0,0,0,0,0,
2442486.56,13.52,46.08,10.67,735.84,241.95,0,0,0,0,0,
2442476.54,50.24,0.84,51.05,12.7,259.2,0,0,0,0,0,
2442466.51,104.46,8.4,103.84,130.2,241.95,0,0,0,0,0,
2442456.48,288.39,16.93,295.51,273.7,259.2,0,0,0,0,0,
2442446.41,175.62,2.75,173.05,43.41,241.93,0,1369.75,104.65,1361.71,104.65,
2442436.36,324.24,11.89,315.65,187.89,241.93,0,290.38,180.74,287.79,180.74,
2442426.34,11.42,0.92,9.23,12.51,259.2,0,0,0,0,0,
2442416.32,43.89,3.89,41.01,53.64,241.93,0,0,0,0,0,
2442406.30,69.61,5.75,61.82,85.74,256.82,0,0,0,0,0,
2442396.28,8.03,45.77,7.71,731.1,244.77,0,0,0,0,0,
2442386.26,49.5,0.96,44.62,13.33,241.93,0,0,0,0,0,
2442376.24,106.28,9.81,102.79,152.58,259.2,0,0,0,0,0,
2442366.20,312.57,17.38,317.13,283.86,241.93,0,0,0,0,0,
2442356.17,159.46,1.49,158.74,22.71,253.44,0,1411.83,120.42,1403.44,120.42,
2442346.12,309.51,11.84,307.9,191.17,249.12,0,246.26,166.81,245.35,166.81,
2442336.10,9.33,0.62,9.7,9.6,241.93,0,0,0,0,0,
2442326.08,24.07,1.41,22.25,19.33,259.2,0,0,0,0,0,
2442316.06,58.78,4.82,50.61,60.83,241.93,0,0,0,0,0,
2442306.04,36.35,22.1,31,350.18,250.06,0,0,0,0,0,
2442296.02,33.74,27.99,30.7,445.41,251.55,0,0,0,0,0,
2442286.00,57.66,2.55,58.09,38.98,241.93,0,0,0,0,0,
2442275.96,158.76,13.8,160.94,217.58,259.2,0,0,0,0,0,
2442265.88,308.72,12.84,313.16,211.59,241.95,0,815.54,0,810.52,0,
2442255.84,145.11,2.66,138.95,40.42,244.94,0,848.45,291.02,842.12,291.02,
2442245.76,258.04,10.25,253.11,161.24,258.05,0,0,0,0,0,
2442235.75,9.64,0.77,8.99,14.09,241.95,0,0,0,0,0,
2442225.73,35.51,2.55,36.51,36.04,259.23,0,0,0,0,0,
2442215.71,61.66,3.62,55.83,48.02,241.95,0,0,0,0,0,
2442205.69,8.06,35.38,6.75,564.83,241.94,0,0,0,0,0,
2442195.67,48.33,14.03,46.18,222.36,259.2,0,0,0,0,0,
2442185.65,80.34,4.33,77.41,65.13,241.93,0,0,0,0,0,
2442175.61,270.13,15.88,276.03,252.07,259.2,0,0,0,0,0,
2442165.55,218.45,8.9,219.03,150.7,241.95,0,1277.3,60.21,1262.29,60.21,
2442155.51,330.02,12.09,328.33,191.32,241.93,0,395.28,230.81,387.58,230.81,
2442145.50,10.96,0.84,9.02,12.13,259.2,0,0,0,0,0,
2442135.48,38.28,2.74,34.57,36.13,241.95,0,0,0,0,0,
2442125.45,68.22,3.72,61.91,50.72,259.2,0,0,0,0,0,
2442115.44,9.57,35.73,6,570.75,241.93,0,0,0,0,0,
2442105.42,43.32,13.85,41.16,218.53,241.93,0,0,0,0,0,
2442095.39,90.06,5.11,87.85,77.03,259.2,0,0,0,0,0,
2442085.36,266.17,16.9,275.18,268.85,241.93,0,0,0,0,0,
2442075.31,213.14,6.9,210.09,118.13,259.2,0,1274.67,60.21,1269.31,60.21,
2442065.26,328.69,11.84,322.7,186.66,241.93,0,387.52,230.81,379.15,230.81,
2442055.25,11.21,0.59,9.37,8.82,241.93,0,0,0,0,0,
2442045.23,18.28,1.19,17.91,18.75,259.23,0,0,0,0,0,
2442035.21,55.8,4.63,52,62.61,241.95,0,0,0,0,0,
2442025.19,39.39,17.83,36.21,280.02,259.23,0,0,0,0,0,
2442015.17,40.28,32.57,33.77,517.77,241.93,0,0,0,0,0,
2442005.15,49.72,2.1,48.34,31.94,241.93,0,0,0,0,0,
2441995.11,148.08,13.63,145.4,214.09,259.2,0,0,0,0,0,
2441985.06,325.57,13.48,327.82,221.97,241.93,0,614.9,0,608.71,0,
2441975.02,131.84,1.29,129.77,19.2,259.2,0,1040.68,291.02,1034,291.02,
2441964.94,271.84,11.01,272.09,177.61,241.93,0,0,0,0,0,
2441954.92,19,1.1,16.76,17.01,241.93,0,0,0,0,0,
2441944.90,34.14,1.62,31.51,19.94,259.2,0,0,0,0,0,
2441934.89,59.29,4.56,52.24,60.4,241.94,0,0,0,0,0,
2441924.87,13.29,31.68,9.62,506.08,259.2,0,0,0,0,0,
2441914.85,45.62,17.77,40.41,281.43,241.95,0,0,0,0,0,
2441904.83,68.9,3.8,66.59,57.38,241.93,0,0,0,0,0,
2441894.79,230.56,15.41,233.64,243.43,259.2,0,0,0,0,0,
2441884.73,262.32,9.88,259.15,165.55,241.93,0,1155.32,20.07,1146.9,20.07,
2441874.68,295.4,10.49,288.94,166.43,259.23,0,512.92,270.95,502.16,270.95,
2441864.65,66.2,2.34,63.92,34.61,241.93,0,0,0,0,0,
2441854.63,33.63,1.66,32.52,22.27,241.95,0,0,0,0,0,
2441844.61,59.17,4.52,53.75,61.22,259.2,0,0,0,0,0,
2441834.59,16.6,32.79,14.98,523.3,241.93,0,0,0,0,0,
2441824.53,43.41,16.96,40.64,269.76,259.23,0,0,0,0,0,
2441814.51,71.2,3.89,69.38,58.54,241.93,0,0,0,0,0,
2441804.48,243,15.7,247.97,248.06,241.93,0,0,0,0,0,
2441794.42,247.07,9.57,248.72,161.18,259.2,0,1166.55,20.07,1154.47,20.07,
2441784.37,307.17,11.13,307.4,178.15,241.93,0,503.7,270.95,495.18,270.95,
2441774.35,42.14,1.37,41.91,21.56,259.2,0,0,0,0,0,
2441764.33,20.48,1.26,17.76,18.27,241.93,0,0,0,0,0,
2441754.31,42.73,4.34,37.54,59.05,241.93,0,0,0,0,0,
2441744.29,53.04,12.91,46.76,199.66,259.2,0,0,0,0,0,
2441734.27,30.15,37.69,27.07,599.87,241.95,0,0,0,0,0,
2441724.25,40.32,1.59,41.53,23.9,259.2,0,0,0,0,0,
2441714.22,133.59,13.75,132.96,216,241.93,0,0,0,0,0,
2441704.16,315.05,13.94,315.85,228.87,241.93,0,227.47,0,228.18,0,
2441694.14,140.92,0.17,138.34,1.89,259.2,0,1432.87,291.02,1419.7,291.02,
2441684.10,298.48,12.24,290.76,193.27,241.93,0,4.3,0,4.4,0,
2441674.08,18.91,1.15,17.95,15.14,259.2,0,0,0,0,0,
2441664.06,20.16,1.16,20.27,16.55,241.93,0,0,0,0,0,
2441653.97,58.83,4.5,55.39,62.42,241.95,0,0,0,0,0,
2441643.95,21.99,28.26,17.84,448.94,259.2,0,0,0,0,0,
2441633.93,42.5,21.45,39.74,341.48,241.93,0,0,0,0,0,
2441623.91,61.33,3.3,59.4,49.84,259.23,0,0,0,0,0,
2441613.89,187.4,14.28,187.82,224.5,241.93,0,0,0,0,0,
2441603.83,295.76,11.55,299.49,191.74,241.93,0,1016.1,0,1014.8,0,
2441593.78,239.15,5.77,236.81,92.23,259.2,0,638.4,291.02,631.31,291.02,
2441583.73,131.37,7.09,129.59,115.49,241.93,0,0,0,0,0,
2441573.70,32.74,1.64,29.91,22.08,259.2,0,0,0,0,0,
2441563.68,54.72,4.52,45.5,56.87,241.93,0,0,0,0,0,
2441553.66,26.34,29.09,24.34,462.88,241.93,0,0,0,0,0,
2441543.64,41.84,20.94,40.2,332.73,259.2,0,0,0,0,0,
2441533.62,60.66,3.36,60.64,50.78,241.93,0,0,0,0,0,
2441523.60,188.35,14.28,188.67,224.8,259.2,0,0,0,0,0,
2441513.53,292.85,11.49,296.13,192.51,241.93,0,1030.53,0,1026.61,0,
2441503.50,244.11,5.87,240.29,93.03,241.95,0,639.13,291.02,630.58,291.02,
2441493.43,113.29,6.16,115.06,96.02,259.2,0,0,0,0,0,
2441483.41,18.65,1.08,18.31,19.1,241.95,0,0,0,0,0,
2441473.38,42.46,4.4,42.92,61.36,259.2,0,0,0,0,0,
2441463.36,56.89,9.08,49.43,137.77,241.93,0,0,0,0,0,
2441453.34,28.79,41.59,23.66,662.34,241.93,0,0,0,0,0,
2441443.32,36.83,1.15,34.15,16.89,259.2,0,0,0,0,0,
2441433.30,111.24,13.58,107.73,213.73,241.93,0,0,0,0,0,
2441423.22,322.28,14.13,327.47,233.87,259.2,0,0,0,0,0,
2441413.17,150.26,0.43,148.76,6.14,241.93,0,1591.98,200.7,1570.69,200.7,
2441403.11,306.28,12.12,301.75,191.64,241.93,0,67.8,83.87,67.77,83.87,
2441393.09,20.89,1.31,16.5,19.01,259.2,0,0,0,0,0,
2441383.06,40.92,4.48,36.84,59.85,241.93,0,0,0,0,0,
2441373.04,60.56,9.78,56.38,151.32,258.64,0,0,0,0,0,
2441363.02,30.54,41.15,27.16,654.4,242.98,0,0,0,0,0,
2441353.00,31.63,1.08,33.3,16.35,241.93,0,0,0,0,0,
2441342.98,111.07,13.61,106.85,212.97,259.2,0,0,0,0,0,
2441332.94,328.6,14.38,333.47,237.23,241.93,0,0,0,0,0,
2441322.92,148.77,0.25,146.23,3.32,255.74,0,1615.39,217.19,1596.03,217.19,
2441312.87,302.24,11.19,298,176.68,246.69,0,49.94,65.95,49.98,65.95,
2441302.85,77.73,2.2,73.72,33.1,241.95,0,0,0,0,0,
2441292.83,19.75,1.22,19.02,17.91,259.2,0,0,0,0,0,
2441282.80,64.71,4.99,54.69,64.18,241.93,0,0,0,0,0,
2441272.78,33.12,26.09,28.16,413.05,252.08,0,0,0,0,0,
2441262.76,44.32,24.05,39.49,382.13,249.56,0,0,0,0,0,
2441252.75,52.96,2.88,52.35,44.16,241.93,0,0,0,0,0,
2441242.72,176.32,14.06,177.03,222.11,259.2,0,0,0,0,0,
2441232.66,300.62,12.06,304.57,200.14,241.93,0,924.47,0,918.7,0,
2441222.63,185.77,3.64,181.05,56.43,248.06,0,743.85,291.02,734.7,291.02,
2441212.58,201.58,8.68,195.68,137.66,254.27,0,0,0,0,0,
2441202.56,10.41,0.85,9.68,13.31,241.93,0,0,0,0,0,
2441192.54,43.47,3.76,39.08,49.42,259.2,0,0,0,0,0,
2441182.52,63.6,5.58,57.09,80.43,241.93,0,0,0,0,0,
2441172.50,9.46,45.96,8.22,733.13,244.71,0,0,0,0,0,
2441162.48,46.69,0.9,43.03,11.93,256.9,0,0,0,0,0,
2441152.46,106.47,9.37,101.52,144.28,241.93,0,0,0,0,0,
2441142.42,312.3,17.83,315.78,290.71,259.2,0,0,0,0,0,
2441132.39,160.26,1.52,159.87,24.43,241.93,0,1394.06,117.45,1383.33,117.45,
2441122.34,325.37,12.05,322.49,190.48,241.93,0,261.87,170.6,261.22,170.6,
2441112.32,9.85,0.83,9.65,13.89,259.2,0,0,0,0,0,
2441102.29,45.88,3.95,41.76,52.63,241.93,0,0,0,0,0,
2441092.27,71.52,6.05,61.08,86.81,259.2,0,0,0,0,0,
2441082.25,8.67,45.76,7.92,731.65,241.93,0,0,0,0,0,
2441072.23,48.73,0.98,46.29,13.93,241.93,0,0,0,0,0,
2441062.21,104.86,9.68,103.4,150.72,259.23,0,0,0,0,0,
2441052.18,311.51,17.44,317.6,284.43,241.93,0,0,0,0,0,
2441042.15,160.23,1.52,159.96,24.36,259.2,0,1412.84,120.42,1402.43,120.42,
2441032.11,308.91,12.02,304.79,190.11,241.93,0,247.54,169.52,244.06,169.52,
2441022.09,11.06,0.57,9.27,10.44,241.93,0,0,0,0,0,
2441011.94,15.44,1.08,13.32,17.14,259.2,0,0,0,0,0,
2441001.91,61.25,4.87,56.59,65.16,241.93,0,0,0,0,0,
2440991.89,36.65,22.39,33.1,353.8,259.2,0,0,0,0,0,
2440981.87,35.48,27.83,31.12,441.79,241.93,0,0,0,0,0,
2440971.85,59.31,2.53,58.11,37.88,241.93,0,0,0,0,0,
2440961.83,159.58,13.82,160.28,218.28,259.2,0,0,0,0,0,
2440951.76,310.6,12.97,312.38,213.58,241.93,0,807.94,0,804.27,0,
2440941.74,141.33,2.33,133.96,33.67,259.2,0,859.56,291.02,850.06,291.02,
2440931.67,252.9,10.07,251.51,161.01,241.93,0,0,0,0,0,
2440921.65,11.04,0.91,9.1,13.04,241.95,0,0,0,0,0,
2440911.63,38.91,2.74,36.34,36.34,259.2,0,0,0,0,0,
2440901.61,63.68,3.54,57.3,49.88,241.93,0,0,0,0,0,
2440891.59,8.68,35.47,5.26,566.44,259.2,0,0,0,0,0,
2440881.57,40.96,13.82,41.73,220.37,241.93,0,0,0,0,0,
2440871.55,80.8,4.33,80.45,64.86,241.93,0,0,0,0,0,
2440861.52,271.61,15.94,279.32,252.6,259.22,0,0,0,0,0,
2440851.48,217.38,8.82,213.69,149.04,241.93,0,1278.09,60.21,1265.89,60.21,
2440841.44,338.54,11.99,334.51,193.62,259.2,0,394.54,230.81,388.32,230.81,
2440831.42,12.74,0.79,11.28,13.33,241.93,0,0,0,0,0,
2440821.40,43.89,3.02,43.05,39.55,241.93,0,0,0,0,0,
2440811.37,69.7,3.83,62.25,48.69,259.2,0,0,0,0,0,
2440801.35,7.1,36.1,5.97,575.94,241.93,0,0,0,0,0,
2440791.33,50.45,13.57,46.74,213.8,259.2,0,0,0,0,0,
2440781.31,92.08,5.25,87.87,79.13,241.93,0,0,0,0,0,
2440771.29,267.95,15.05,275.51,238.97,241.93,0,0,0,0,0,
2440761.25,211.82,8.04,210.11,136.74,259.2,0,1272.22,60.21,1271.76,60.21,
2440751.20,329.04,12.03,326.88,188.85,241.93,0,386.28,230.81,380.39,230.81,
2440741.17,9.83,0.57,9.36,9.07,259.2,0,0,0,0,0,
2440731.15,19.79,1.22,16.88,18.66,241.93,0,0,0,0,0,
2440721.12,61.75,4.83,56.9,65.89,241.93,0,0,0,0,0,
2440711.10,39.76,17.68,34.31,278.92,259.2,0,0,0,0,0,
2440701.08,29,32.51,27.06,518.37,241.95,0,0,0,0,0,
2440691.06,48.9,2.09,49.44,31.78,259.2,0,0,0,0,0,
2440681.04,148.12,13.71,148.55,215.51,241.93,0,0,0,0,0,
2440670.98,319.84,13.45,321.76,220.87,241.93,0,626.42,0,617.98,0,
2440660.95,130.98,1.14,126.7,17.19,259.2,0,1032.9,291.02,1024.15,291.02,
2440650.89,278.41,11.31,273.69,178.67,241.93,0,0,0,0,0,
2440640.87,19.05,1.16,16.16,16.24,259.2,0,0,0,0,0,
2440630.85,34.83,1.71,33.63,20.75,241.93,0,0,0,0,0,
2440620.82,62.15,4.54,57.36,63.47,241.93,0,0,0,0,0,
2440610.81,12.9,31.47,10.25,502.06,259.2,0,0,0,0,0,
2440600.79,44.37,17.99,39.64,284.74,241.93,0,0,0,0,0,
2440590.77,66.71,3.7,64.88,55.72,259.2,0,0,0,0,0,
2440580.74,221.08,15.14,227.08,240.78,241.93,0,0,0,0,0,
2440570.69,266.32,10.2,267.36,170.65,241.93,0,1136.41,13.72,1130.8,13.72,
2440560.63,295.36,10.61,290.7,166.3,259.23,0,521.86,272.38,517.67,272.38,
2440550.60,59.6,2.08,59.01,32.74,241.93,0,0,0,0,0,
2440540.58,35.57,2.63,33.35,37.49,259.2,0,0,0,0,0,
2440530.53,64.21,3.81,56.48,49.31,241.95,0,0,0,0,0,
2440520.51,17.93,32.97,15.13,525.97,241.93,0,0,0,0,0,
2440510.49,42.76,16.77,41.39,266.84,259.2,0,0,0,0,0,
2440500.47,67.61,3.84,67.93,58.14,241.93,0,0,0,0,0,
2440490.45,237.77,15.61,241.4,246.42,259.22,0,0,0,0,0,
2440480.40,252.69,9.43,250.78,157.73,241.93,0,1163.13,20.07,1157.5,20.07,
2440470.36,318.98,11.27,318.69,185.13,241.95,0,502.63,270.95,496.25,270.95,
2440460.33,46.24,1.45,39.37,19.69,259.2,0,0,0,0,0,
2440450.31,21.59,1.33,18.01,18.37,241.93,0,0,0,0,0,
2440440.29,47.66,4.54,42.46,61.48,259.23,0,0,0,0,0,
2440430.27,53.98,13.37,47.39,206.51,241.93,0,0,0,0,0,
2440420.25,32.24,37.32,26.26,593.18,241.94,0,0,0,0,0,
2440410.23,44.12,1.64,43.16,24.6,259.2,0,0,0,0,0,
2440400.20,133.18,13.76,133.76,216.67,241.95,0,0,0,0,0,
2440390.14,311.96,13.84,316.39,228.42,259.2,0,248.78,0,249.14,0,
2440380.12,134.84,0.09,135.54,1.23,241.93,0,1416.67,291.02,1399.69,291.02,
2440370.07,290.93,12,287.75,189.57,241.93,0,0,0,0,0,
2440360.05,19.53,1.05,16.2,17.15,259.2,0,0,0,0,0,
2440350.03,25.13,1.3,22.06,15.66,241.93,0,0,0,0,0,
2440339.94,62.36,4.68,54.23,62.66,259.2,0,0,0,0,0,
2440329.92,20.72,28.46,19.25,453.64,241.95,0,0,0,0,0,
2440319.90,42.44,21.22,41.97,337.4,241.93,0,0,0,0,0,
2440309.88,59.27,3.26,58.83,49.53,259.2,0,0,0,0,0,
2440299.85,187.25,14.26,187.04,224.58,241.93,0,0,0,0,0,
2440289.79,296.37,11.57,297.54,192.92,259.2,0,1021.36,0,1018.14,0,
2440279.75,235.06,5.69,230.88,87.06,241.93,0,639.05,291.02,630.66,291.02,
2440269.69,130.1,7.06,134.88,116.71,241.93,0,0,0,0,0,
2440259.66,34.39,1.68,31.82,22.55,259.23,0,0,0,0,0,
2440249.64,54.97,4.5,49.51,60.87,241.93,0,0,0,0,0,
2440239.62,28.12,29.43,23.63,466.78,256.59,0,0,0,0,0,
2440229.60,43.77,20.68,39.22,328.15,245,0,0,0,0,0,
2440219.59,62.44,3.33,61.03,50.3,241.93,0,0,0,0,0,
2440209.56,187.6,14.25,189.77,225.61,259.2,0,0,0,0,0,
2440199.50,293.09,11.41,297.56,191.41,241.93,0,1028.34,0,1028.8,0,
2440189.46,244.7,6.26,240.68,96.91,252.44,0,638.65,291.02,631.06,291.02,
2440179.40,109.66,5.68,106.25,89.55,250.3,0,0,0,0,0,
2440169.38,21.07,1.3,16.28,17.29,241.93,0,0,0,0,0,
2440159.36,42.6,4.34,38.49,59.99,259.2,0,0,0,0,0,
2440149.33,55.36,9.44,50.67,144.53,241.93,0,0,0,0,0,
2440139.31,28.18,41.33,26.29,658.37,248.65,0,0,0,0,0,
2440129.29,35.92,1.16,35.72,17.29,253.01,0,0,0,0,0,
2440119.27,112.44,13.63,107.78,213.06,241.93,0,0,0,0,0,
2440109.00,329.27,14.47,332.63,237.56,259.2,0,0,0,0,0,
2440098.98,146.68,0.21,145.79,3.17,241.93,0,1622.13,224.36,1603.68,224.36,
