DPU Throughput
timestamp,FPS

DDR Bandwidth
timestamp,DDRC_PORT_S1_Read,DDRC_PORT_S1_Write,DDRC_PORT_S2_Read,DDRC_PORT_S2_Write,DDRC_PORT_S3_Read,DDRC_PORT_S3_Write,DDRC_PORT_S4_Read,DDRC_PORT_S4_Write,DDRC_PORT_S5_Read,DDRC_PORT_S5_Write,
2455408.96,319.72,14.27,324.12,234.19,259.2,0,23.45,0,21.79,0,
2455398.94,144.95,0.11,143.96,2.03,241.93,0,1615.08,260.63,1607.41,260.63,
2455388.89,307.74,12.29,304.18,196.56,241.93,0,23,18.71,23.24,18.71,
2455378.87,19.21,1.29,18.84,18.49,259.2,0,0,0,0,0,
2455368.85,43.63,4.55,41.4,62.05,241.93,0,0,0,0,0,
2455358.82,58.4,11.29,52.71,174.22,259.2,0,0,0,0,0,
2455348.80,31.57,39.62,26.06,630.02,241.93,0,0,0,0,0,
2455338.79,37.71,1.34,36.84,20.24,241.95,0,0,0,0,0,
2455328.76,123.84,13.76,121.31,216.05,259.2,0,0,0,0,0,
2455318.70,318.19,14.12,323.83,232.69,241.93,0,56.33,0,53.93,0,
2455308.68,141.21,0.08,141.33,0.83,259.2,0,1590.5,283.85,1581.14,283.85,
2455298.64,296.52,12.1,295.52,194.54,241.95,0,15.72,4.3,15.09,4.3,
2455288.62,19.35,0.98,16.69,15.49,241.93,0,0,0,0,0,
2455278.60,22.29,1.29,20.17,16.84,259.2,0,0,0,0,0,
2455268.57,61.24,4.84,55.08,63.07,241.93,0,0,0,0,0,
2455258.55,28.62,26.76,26.7,425.21,259.2,0,0,0,0,0,
2455248.53,42.9,23.26,41.54,369.1,241.95,0,0,0,0,0,
2455238.52,55.25,3.02,53.85,45.46,241.93,0,0,0,0,0,
2455228.49,179.21,14.08,178.04,222.39,259.22,0,0,0,0,0,
2455218.43,299.39,11.88,303.16,198.66,241.93,0,963.73,0,955.37,0,
2455208.41,186.39,3.97,183.52,62.58,259.2,0,706.43,291.02,701.31,291.02,
2455198.37,189.96,8.7,188.8,138.41,241.93,0,0,0,0,0,
2455188.35,9.38,0.83,9.82,14.13,241.93,0,0,0,0,0,
2455178.32,42.96,3.73,41.5,50.73,259.2,0,0,0,0,0,
2455168.30,62.35,5.57,53.07,80.83,241.93,0,0,0,0,0,
2455158.28,9.05,45.32,6.72,722.96,259.22,0,0,0,0,0,
2455148.26,49,1,44.82,13.74,241.93,0,0,0,0,0,
2455138.24,107.65,9.87,103.79,153.74,241.93,0,0,0,0,0,
2455128.21,309.96,17.13,315.81,280.2,259.2,0,0,0,0,0,
2455118.19,164.36,1.59,161.41,25.57,241.95,0,1426.71,129.77,1417.15,129.77,
2455108.12,318.18,11.96,313.35,195.87,259.2,0,230.03,148.43,227.67,148.43,
2455098.10,12.46,0.99,10.23,12.33,241.94,0,0,0,0,0,
2455088.07,54.19,4.85,48.82,65.76,241.95,0,0,0,0,0,
2455078.05,59,10.11,53.57,155.35,259.2,0,0,0,0,0,
2455068.03,29.46,40.91,27.14,650.62,241.93,0,0,0,0,0,
2455054.70,54.69,2.6,53.2,39.32,241.93,0,0,0,0,0,
2455044.67,166.76,13.85,164.93,218.04,259.2,0,0,0,0,0,
2455034.62,314.07,11.64,316.27,192.04,241.95,0,822.53,0,813.74,0,
2455024.57,234.47,5.71,227.11,89.23,259.2,0,832.06,291.02,825.77,291.02,
2455014.24,417.87,15.93,410.22,256.17,241.93,0,0,0,0,0,
2455004.22,29.68,1.39,33.22,23.33,241.93,0,0,0,0,0,
2454994.20,39.71,2.67,35.6,36.4,259.2,0,0,0,0,0,
2454984.18,65.45,3.78,57.04,48.73,241.93,0,0,0,0,0,
2454974.16,13.76,33.9,10.13,540.71,259.2,0,0,0,0,0,
2454964.13,43.5,15.66,41.17,247.39,241.93,0,0,0,0,0,
2454954.11,71.54,4.06,71.61,61.47,241.95,0,0,0,0,0,
2454944.08,256.69,15.91,264.5,252.79,259.2,0,0,0,0,0,
2454934.03,236.21,9.16,233.93,153.15,241.93,0,1217.85,40.14,1210.02,40.14,
2454923.99,333.4,12.07,331.61,195.35,259.2,0,453.14,250.88,445.83,250.88,
2454913.97,18.3,0.81,15.44,12.74,241.93,0,0,0,0,0,
2454903.95,19.22,1.19,18.26,18.15,241.93,0,0,0,0,0,
2454893.93,55.63,4.64,51.74,64.18,259.2,0,0,0,0,0,
2454883.91,39.84,14.68,35.51,230.54,241.93,0,0,0,0,0,
2454873.88,29.91,35.39,27.18,562.95,259.2,0,0,0,0,0,
2454863.86,45.27,1.83,44.71,27.11,241.93,0,0,0,0,0,
2454853.83,139.69,13.72,139.04,216.09,241.93,0,0,0,0,0,
2454843.77,316.58,13.65,319.89,225.13,259.2,0,409.81,0,408.61,0,
2454833.75,147.03,1.13,143.92,16.21,241.95,0,1257.44,291.02,1234.11,291.02,
2454823.69,288.6,11.58,283.13,182.59,259.2,0,0,0,0,0,
2454813.67,23.8,1.42,22.23,20.32,241.93,0,0,0,0,0,
2454803.64,59.37,4.88,52.29,65.04,241.93,0,0,0,0,0,
2454793.62,45.33,15.52,40.12,243.62,259.2,0,0,0,0,0,
2454783.60,32.57,34.89,27.17,555.2,241.95,0,0,0,0,0,
2454773.57,47.61,1.86,51.17,28.81,259.2,0,0,0,0,0,
2454763.54,141.47,13.76,141.87,215.94,241.93,0,0,0,0,0,
2454753.47,310.44,13.56,315.42,223.63,241.93,0,466.32,0,463.25,0,
2454743.45,144.46,1.18,139.9,17.18,259.2,0,1198.36,291.02,1181.57,291.02,
2454733.38,273.28,10.85,273.69,178.81,241.93,0,0,0,0,0,
2454723.36,19.12,1.08,17.99,17.77,259.2,0,0,0,0,0,
2454713.34,33.77,1.66,32.27,21.39,241.95,0,0,0,0,0,
2454703.32,57.8,4.7,50.64,60.6,241.95,0,0,0,0,0,
2454693.29,19.47,30.5,17.29,485.76,259.2,0,0,0,0,0,
2454683.26,45.11,19.18,39.96,303.37,241.93,0,0,0,0,0,
2454673.24,64.63,3.55,62.17,53.38,259.2,0,0,0,0,0,
2454663.21,210.09,14.89,209.48,233.3,241.93,0,0,0,0,0,
2454653.15,278.21,10.56,281.78,179.48,241.93,0,1081.09,0,1070.72,0,
2454643.10,270.64,9.41,268.09,152.16,259.23,0,575.17,291.02,565.88,291.02,
2454632.30,40.71,1.45,35.86,19.37,241.93,0,0,0,0,0,
2454622.28,21.25,1.25,18.38,17.57,241.93,0,0,0,0,0,
2454612.25,48.05,4.46,42.45,60.99,259.2,0,0,0,0,0,
2454602.24,48.53,13.99,41.89,218.43,241.93,0,0,0,0,0,
2454592.21,31.97,36.31,26.52,577.62,259.2,0,0,0,0,0,
2454582.18,45.86,1.7,45.31,25.3,241.93,0,0,0,0,0,
2454572.15,134.4,13.78,136.15,216.3,241.93,0,0,0,0,0,
2454562.09,314.5,13.67,318.14,225.89,259.2,0,300.56,0,300,0,
2454552.07,139.39,0.37,136.61,4.93,241.93,0,1365.11,291.02,1345.56,291.02,
2454541.99,287.39,12.07,288.12,195.01,259.2,0,0,0,0,0,
2454531.97,19.38,1.27,17.78,19.23,241.93,0,0,0,0,0,
2454521.95,57.74,4.9,51.14,64.09,241.93,0,0,0,0,0,
2454511.86,45.09,14.58,40.51,227.12,259.2,0,0,0,0,0,
2454501.84,31.46,35.85,26.18,569.66,241.93,0,0,0,0,0,
2454491.81,44.73,1.75,44.03,26.62,259.21,0,0,0,0,0,
2454481.78,140.73,13.78,140.76,216.52,241.93,0,0,0,0,0,
2454471.73,315.48,13.72,320.47,227.12,241.95,0,367.09,0,364.69,0,
2454461.71,145.64,1.01,143.08,14.88,259.2,0,1291.55,291.02,1284.69,291.02,
2454451.65,279.52,11.07,279.03,177.27,241.93,0,0,0,0,0,
2454441.63,19.59,1.14,16.91,16.74,259.2,0,0,0,0,0,
2454431.60,33.64,1.61,31.71,22.42,241.93,0,0,0,0,0,
2454421.59,57.54,4.46,48.13,59.31,241.93,0,0,0,0,0,
2454411.57,22.26,29.62,19.45,470.99,259.2,0,0,0,0,0,
2454401.54,42.41,20.19,40.28,319.85,241.93,0,0,0,0,0,
2454391.52,62.93,3.44,62.84,51.85,259.2,0,0,0,0,0,
2454381.49,195.81,14.58,195.51,228.64,241.93,0,0,0,0,0,
2454371.42,290.79,11.08,293.68,185.56,241.93,0,1059.87,0,1053.05,0,
2454361.38,257.6,7.97,258.46,130.96,259.2,0,609.75,291.02,597.24,291.02,
2454351.33,106.45,4.29,101.07,67.56,241.93,0,0,0,0,0,
2454341.30,36.22,1.84,33.3,22.6,259.2,0,0,0,0,0,
2454331.29,57.77,4.75,51.32,62.17,241.93,0,0,0,0,0,
2454321.26,25.04,30.58,22.35,487.37,241.95,0,0,0,0,0,
2454311.23,43.91,19.38,39.1,306.12,259.2,0,0,0,0,0,
2454301.21,64.71,3.54,61.71,53.2,241.93,0,0,0,0,0,
2454291.17,207.99,14.88,207.58,233.12,259.2,0,0,0,0,0,
2454281.11,276.98,10.65,283.92,180.73,241.95,0,1071.24,0,1064.74,0,
2454271.06,270.8,9.34,268.67,150.97,241.93,0,586.14,291.02,577.41,291.02,
2454259.95,15.14,0.6,13.68,8.43,259.2,0,0,0,0,0,
2454249.93,19.25,1.21,17.83,19.48,241.93,0,0,0,0,0,
2454239.90,58.75,4.87,50.32,64.18,259.2,0,0,0,0,0,
2454229.88,45.97,14.4,39.8,223.46,241.93,0,0,0,0,0,
2454219.85,31.27,36.03,25.7,572.92,241.93,0,0,0,0,0,
2454209.83,43.02,1.77,43.82,26.86,259.2,0,0,0,0,0,
2454199.79,137.95,13.76,138.25,216.33,241.93,0,0,0,0,0,
2454189.75,312.32,13.69,316.38,226.05,259.05,0,369.99,0,369.44,0,
2454179.73,143.89,0.6,139.57,8.05,242.67,0,1290.07,291.02,1278.98,291.02,
2454169.64,273.51,11.13,274.96,180.53,241.95,0,0,0,0,0,
2454159.62,20.71,1.13,16.94,16.06,259.2,0,0,0,0,0,
2454149.60,33.3,1.49,31.42,21.69,241.95,0,0,0,0,0,
2454139.58,57.11,4.44,49.5,60.64,254.7,0,0,0,0,0,
2454129.56,22.07,29.81,17.72,473.57,246.89,0,0,0,0,0,
2454119.53,43.37,20.01,38.95,316.58,241.93,0,0,0,0,0,
2454109.52,63.7,3.47,61.42,52.37,259.2,0,0,0,0,0,
2454099.48,199.08,14.65,199.55,230.07,241.93,0,0,0,0,0,
2454089.43,286.26,10.9,291.66,184.46,250.83,0,1059.47,0,1056.98,0,
2454079.39,254.73,7.68,251.51,122,251.24,0,602.83,291.02,600.75,291.02,
2454069.34,103.75,4.48,101.08,70.47,241.95,0,0,0,0,0,
2454059.31,37.59,1.84,30.46,22.42,259.23,0,0,0,0,0,
2454049.29,59.28,4.67,50.86,61.71,241.93,0,0,0,0,0,
2454039.26,24.07,30.57,23.04,488.36,246.45,0,0,0,0,0,
2454029.23,42.89,19.25,39.89,304.92,255.44,0,0,0,0,0,
2454019.19,64.67,3.58,64.02,53.74,241.93,0,0,0,0,0,
2454009.16,209.3,14.92,206.77,232.92,259.2,0,0,0,0,0,
2453999.11,282.58,10.72,283.82,179.93,241.93,0,1083.36,0,1080.73,0,
2453989.07,279.64,9.91,279.59,161.15,241.93,0,569.58,291.02,562.04,291.02,
2453977.96,14.75,0.56,15.23,9,259.2,0,0,0,0,0,
2453967.94,17.88,1.18,19.08,19.57,241.93,0,0,0,0,0,
2453957.92,57.61,4.91,49.95,63.3,259.2,0,0,0,0,0,
2453947.90,46.43,14.35,38.43,222.34,241.93,0,0,0,0,0,
2453937.88,31.9,36.11,24.71,573.08,241.94,0,0,0,0,0,
2453927.85,44.4,1.75,43.14,26.28,259.2,0,0,0,0,0,
2453917.82,137.83,13.75,138.03,215.68,241.93,0,0,0,0,0,
2453907.76,310.15,13.69,316.13,225.84,259.2,0,369.13,0,366.67,0,
2453897.74,143.78,0.56,141.77,8.1,241.93,0,1291.47,291.02,1280.74,291.02,
2453887.65,271.95,11.02,272.9,177.19,241.93,0,0,0,0,0,
2453877.64,20.56,1.15,15.06,15.37,259.2,0,0,0,0,0,
2453867.61,34.94,1.62,31.92,21.5,241.93,0,0,0,0,0,
2453857.60,54.89,4.44,49.55,60.05,259.2,0,0,0,0,0,
2453847.58,21.98,30.18,18.83,479.85,241.93,0,0,0,0,0,
2453837.55,42.25,19.52,39.88,310.04,241.93,0,0,0,0,0,
2453827.53,64.67,3.5,62.65,52.4,259.2,0,0,0,0,0,
2453817.49,205,14.81,204.25,232.35,241.93,0,0,0,0,0,
2453807.43,282.82,10.73,287.29,181.05,259.23,0,1070.71,0,1065.27,0,
2453797.39,268.19,8.56,264.1,134.59,241.93,0,601.28,291.02,589.58,291.02,
2453787.33,101.46,4.08,104.77,68.83,241.93,0,0,0,0,0,
2453777.31,33.41,1.75,31.52,22.76,259.21,0,0,0,0,0,
2453767.29,57.93,4.58,49.92,60.52,241.93,0,0,0,0,0,
2453757.27,24.76,30.62,20.85,487.04,259.2,0,0,0,0,0,
2453747.24,46.01,19.39,41.18,307.22,241.93,0,0,0,0,0,
2453737.22,63.81,3.54,62.85,53.54,241.93,0,0,0,0,0,
2453727.19,206.01,14.84,207.41,232.88,259.2,0,0,0,0,0,
2453717.12,278.39,10.67,284.52,180.44,241.93,0,1068.67,0,1067.32,0,
2453707.08,270.54,9.37,268.33,150.88,259.2,0,591.77,291.02,582.09,291.02,
2453696.02,22.91,0.79,16.78,9.86,252.29,0,0,0,0,0,
2453686.00,20.68,1.26,18.02,18.91,241.93,0,0,0,0,0,
2453675.98,47.29,4.5,43.86,62.9,259.2,0,0,0,0,0,
2453665.96,51.57,14.08,43.58,218.93,241.93,0,0,0,0,0,
2453655.93,30.82,36.39,26.37,579.45,246.58,0,0,0,0,0,
2453645.91,43.38,1.76,43.15,26.26,255.24,0,0,0,0,0,
2453635.84,140.15,13.76,138.03,216.25,241.95,0,0,0,0,0,
2453625.77,311.69,13.68,314.32,225.71,259.2,0,358.54,0,356.01,0,
2453615.75,143.26,0.53,140.6,7.17,241.93,0,1305.16,291.02,1287.73,291.02,
2453605.66,272.67,11.09,274.77,182.06,241.93,0,0,0,0,0,
2453595.64,19.35,1.11,18.07,16.02,259.2,0,0,0,0,0,
2453585.62,36.26,1.75,30.61,18.48,241.93,0,0,0,0,0,
2453575.60,55.03,4.47,47.81,59.15,259.2,0,0,0,0,0,
2453565.58,20.47,29.61,16.81,471.92,241.93,0,0,0,0,0,
2453555.55,43.56,20.07,39.52,318.04,241.93,0,0,0,0,0,
2453545.53,62,3.41,61.68,51.33,259.2,0,0,0,0,0,
2453535.50,197.67,14.59,197.73,229.48,241.95,0,0,0,0,0,
2453525.43,288.01,11,291.39,185.15,259.23,0,1060.46,0,1056.2,0,
2453515.39,256.25,7.8,252.91,125.81,241.95,0,608.8,291.02,594.27,291.02,
2453505.33,105.96,4.38,103.72,67.79,241.93,0,0,0,0,0,
2453495.31,34.59,1.58,33.42,24.58,259.2,0,0,0,0,0,
2453485.29,61.87,4.72,56.82,63.24,241.93,0,0,0,0,0,
2453475.26,23.37,30.49,22.5,486.71,259.2,0,0,0,0,0,
2453465.23,42.26,19.34,39.89,305.87,241.93,0,0,0,0,0,
2453455.21,65.47,3.56,62.45,53.58,241.93,0,0,0,0,0,
2453445.18,208.12,14.88,207.1,233.64,259.2,0,0,0,0,0,
2453435.12,280.8,10.65,284.19,179.52,241.93,0,1071.31,0,1068.55,0,
2453425.07,270.62,9.58,270.93,154.01,259.21,0,581.76,291.02,571.89,291.02,
2453414.85,70.98,2.38,71.64,38.68,241.93,0,0,0,0,0,
2453404.83,19.76,1.32,17.05,17.49,241.94,0,0,0,0,0,
2453394.80,47.07,4.53,42.27,62.84,259.2,0,0,0,0,0,
2453384.79,54.27,11.53,47.28,177.88,241.95,0,0,0,0,0,
2453374.75,32.34,39.04,26.75,620.92,259.2,0,0,0,0,0,
2453364.73,37.19,1.41,38.44,20.81,241.93,0,0,0,0,0,
2453354.70,125.99,13.76,125.23,216.25,241.95,0,0,0,0,0,
2453344.63,315.39,14.04,322.3,231.74,259.2,0,81.72,0,81.78,0,
2453334.61,144.58,0.21,143.09,2.39,241.93,0,1561.4,288.15,1556.06,288.15,
2453324.57,302.75,12.28,294.19,194.42,259.2,0,15.51,1.43,15.3,1.43,
2453314.55,19.48,1.09,16.6,16.47,241.93,0,0,0,0,0,
2453304.53,21.47,1.26,20.64,16.25,241.93,0,0,0,0,0,
2453294.51,61.49,4.71,56.72,63.13,259.2,0,0,0,0,0,
2453284.49,24.11,26.75,21.21,425.79,241.93,0,0,0,0,0,
2453274.47,44.17,23,39.23,364.47,259.2,0,0,0,0,0,
2453264.45,57.29,3.07,54.92,46.65,241.93,0,0,0,0,0,
2453254.42,180.46,14.12,181.11,223.51,241.95,0,0,0,0,0,
2453244.35,298.48,11.95,302.78,198.04,259.2,0,976.21,0,969.13,0,
2453234.33,192.7,4.23,191.81,67.41,241.93,0,696.04,291.02,685.46,291.02,
2453224.28,190.58,8.63,190.52,139.34,259.2,0,0,0,0,0,
2453214.26,24.44,1.24,22.41,19.07,241.93,0,0,0,0,0,
2453204.24,63.45,4.94,55.77,64.7,241.93,0,0,0,0,0,
2453194.22,29.76,27.84,25.41,441.61,259.23,0,0,0,0,0,
2453184.19,42.88,22.25,38.48,352.69,241.93,0,0,0,0,0,
2453174.17,58.93,3.15,56.69,48.41,259.2,0,0,0,0,0,
2453164.14,184.84,14.19,183.53,223.33,241.95,0,0,0,0,0,
2453154.09,300.38,11.75,302.17,195.15,241.93,0,986.8,0,984.87,0,
2453144.06,192.43,4.15,187,62.58,259.2,0,682.74,291.02,672.45,291.02,
2453133.99,175.27,8.24,173.94,132.56,241.93,0,0,0,0,0,
2453123.97,20.06,1.25,16.97,17.71,259.2,0,0,0,0,0,
2453113.95,38.84,4.27,37.17,59.72,241.93,0,0,0,0,0,
2453103.93,59.47,6.82,53.19,101.31,241.93,0,0,0,0,0,
2453093.90,22.16,43.89,20.07,699.36,259.2,0,0,0,0,0,
2453083.85,40.32,1.02,35.33,14.06,241.93,0,0,0,0,0,
2453073.82,107.38,11.17,102.82,173.91,259.2,0,0,0,0,0,
2453063.79,318.35,16.25,324.52,266.73,241.93,0,0,0,0,0,
2453053.77,154.36,0.98,155.18,15.56,241.93,0,1501.39,160.56,1489.72,160.56,
2453043.71,311.18,12.06,311.92,191.23,259.2,0,157.62,124.54,159.21,124.54,
2453033.70,19.27,1.23,17.67,20.69,241.93,0,0,0,0,0,
2453023.67,42.44,4.49,36.96,60.52,259.2,0,0,0,0,0,
2453013.65,66.82,7.79,55.92,115.43,241.93,0,0,0,0,0,
2453003.63,25.49,43.35,22.14,690.79,241.93,0,0,0,0,0,
2452993.60,35.91,1.06,37.2,15.93,259.2,0,0,0,0,0,
2452983.57,110.04,11.67,107.89,182.21,241.93,0,0,0,0,0,
2452973.54,320.51,15.81,328.16,259.8,259.2,0,0,0,0,0,
2452963.51,159.84,1.02,156.89,14.58,241.93,0,1529.18,180.99,1510.09,180.99,
2452953.44,300.57,11.82,296.99,187.67,241.93,0,131.83,96.05,127.57,96.05,
2452943.42,20.2,0.93,16.95,12.98,259.2,0,0,0,0,0,
2452933.40,13.06,1.07,13.58,16.7,241.93,0,0,0,0,0,
2452923.38,63.19,4.9,59.25,65.92,259.2,0,0,0,0,0,
2452913.36,35.18,24,30.2,379.76,241.93,0,0,0,0,0,
2452903.33,46.43,26.22,40.06,415.61,241.93,0,0,0,0,0,
2452893.32,49.96,2.64,47.43,39.84,259.2,0,0,0,0,0,
2452883.28,169.99,14.01,169.16,220.18,241.93,0,0,0,0,0,
2452873.17,304.77,12.41,310,205.07,259.2,0,873.13,0,869.15,0,
2452863.14,177.18,3.34,175.53,53.31,241.93,0,793.18,291.02,785.6,291.02,
2452853.10,214.59,9.31,210.58,149.47,241.93,0,0,0,0,0,
2452843.08,11.22,0.89,9.45,13.27,259.22,0,0,0,0,0,
2452833.06,47.43,2.99,41.51,37.11,241.95,0,0,0,0,0,
2452823.04,71.06,4.29,63.41,57.63,258.02,0,0,0,0,0,
2452813.02,6.68,37.42,6.82,597.58,243.61,0,0,0,0,0,
2452802.99,45.65,10.99,43.65,173.73,241.93,0,0,0,0,0,
2452792.96,112.4,8.35,108.8,128.03,259.2,0,0,0,0,0,
2452782.94,258.02,15.74,265.12,251.14,241.93,0,0,0,0,0,
2452772.90,210.98,5.03,206.72,87.45,254.49,0,1333.16,80.28,1323.44,80.28,
2452762.85,324.66,11.99,320.24,189.82,247.97,0,336.45,202.96,330.16,202.96,
2452752.83,9.51,0.8,9.79,12.46,241.93,0,0,0,0,0,
2452742.81,42.63,2.81,42.52,40.47,259.23,0,0,0,0,0,
2452732.79,71.98,5.1,63.16,69.99,241.93,0,0,0,0,0,
2452722.77,7.44,42.47,5.73,677.65,251.08,0,0,0,0,0,
2452712.74,46.04,5.47,41.32,84.68,250.89,0,0,0,0,0,
2452702.72,107.24,8.23,102.92,127.12,241.95,0,0,0,0,0,
2452692.68,269.7,16.03,275.01,254.52,259.2,0,0,0,0,0,
2452682.64,197.76,4.28,195.85,76.49,241.93,0,1345.42,100.35,1336.95,100.35,
2452672.59,318.28,12.1,314.93,192.38,246.48,0,321.01,190.67,313.7,190.67,
2452662.58,10.45,0.58,8.37,8.82,255.06,0,0,0,0,0,
2452652.56,21.62,1.37,16.5,18.43,241.93,0,0,0,0,0,
2452642.53,63.95,4.94,58.17,65.9,259.2,0,0,0,0,0,
2452632.51,37.41,19.92,33.62,315.09,241.95,0,0,0,0,0,
2452622.49,31.18,30.17,27.08,479.39,243.76,0,0,0,0,0,
2452612.46,55.23,2.3,54.8,34.5,258.07,0,0,0,0,0,
2452602.43,154.06,13.87,152.97,216.8,241.93,0,0,0,0,0,
2452592.37,313.73,13.13,317.11,217.58,259.23,0,757.68,0,753.82,0,
2452582.34,127.46,1.24,123.29,18.81,241.95,0,910.83,291.02,899.8,291.02,
2452572.26,267.75,10.51,269.84,168.33,241.93,0,0,0,0,0,
2452562.24,17.99,1.07,18.34,17.01,259.2,0,0,0,0,0,
2452552.22,36.16,2.61,33.35,34.09,241.93,0,0,0,0,0,
2452542.20,63.72,3.75,56.18,48.8,259.2,0,0,0,0,0,
2452532.18,12.66,33.58,9.05,535.64,241.93,0,0,0,0,0,
2452522.14,43.39,15.84,39.01,250.61,241.93,0,0,0,0,0,
2452512.12,70.84,4.03,69.67,60.75,259.23,0,0,0,0,0,
2452502.09,252.52,15.89,259.92,251.95,241.93,0,0,0,0,0,
2452492.03,236.77,8.9,234.39,150.19,259.2,0,1217.93,40.14,1209.95,40.14,
2452481.99,338.16,12.16,334.22,195.28,241.93,0,453.29,250.88,445.68,250.88,
2452471.97,20.77,1.03,17.71,14,241.93,0,0,0,0,0,
2452461.95,38.68,2.71,33.75,37.28,259.2,0,0,0,0,0,
2452451.93,65.85,3.85,59.64,49.77,241.95,0,0,0,0,0,
2452441.91,11.91,34.49,10.71,550.25,259.2,0,0,0,0,0,
2452431.88,43.55,15.16,39.37,238.93,241.93,0,0,0,0,0,
2452421.86,74.27,4.17,72.16,62.54,241.95,0,0,0,0,0,
2452411.83,267.05,16.06,269.94,253.96,259.2,0,0,0,0,0,
2452401.78,226.96,8.96,223.82,151.28,241.93,0,1245.1,40.14,1231.19,40.14,
2452391.73,343,12.36,335.14,191.27,259.2,0,422.05,242.97,413.98,242.97,
2452381.71,10.93,0.59,9.13,8.26,241.93,0,0,0,0,0,
2452371.69,20.75,1.27,17.92,17.58,241.93,0,0,0,0,0,
2452361.67,57.91,4.86,51.73,63.89,259.2,0,0,0,0,0,
2452351.65,43.71,15.5,37.23,242.86,241.95,0,0,0,0,0,
2452341.62,32.07,34.8,25.92,553.53,259.2,0,0,0,0,0,
2452331.60,44.5,1.84,44.55,27.87,241.94,0,0,0,0,0,
2452321.57,141.55,13.79,142.13,216.05,241.93,0,0,0,0,0,
2452311.50,311.91,13.51,316.83,223.99,259.2,0,479.87,0,477.85,0,
2452301.48,143.33,1.17,139.28,16.56,241.93,0,1182.1,291.02,1169.08,291.02,
2452291.41,279.51,11.27,279.47,180.39,259.2,0,0,0,0,0,
2452281.39,19.5,1.03,16.65,17.9,241.93,0,0,0,0,0,
2452271.37,33.99,1.61,32.22,21.18,241.93,0,0,0,0,0,
2452261.35,60.35,4.64,53.5,61.08,259.2,0,0,0,0,0,
2452251.33,13.94,30.26,12.63,482.44,241.93,0,0,0,0,0,
2452241.30,43.15,19.26,40.45,304.94,259.2,0,0,0,0,0,
2452231.28,66.55,3.56,63.01,53.37,241.93,0,0,0,0,0,
2452221.25,207.5,14.85,205.9,232.28,241.93,0,0,0,0,0,
2452211.19,279.08,10.72,283.08,180.8,259.2,0,1072.5,0,1066.74,0,
2452201.14,268.74,9.3,268.3,151.36,241.93,0,576.51,291.02,569.42,291.02,
2452190.04,24.22,1.12,19.28,15.11,259.23,0,0,0,0,0,
2452180.02,39.07,2.77,35.43,37.56,241.93,0,0,0,0,0,
2452169.99,64.27,3.67,57.06,49.52,241.93,0,0,0,0,0,
2452159.98,15.83,34.28,11.75,546.88,259.22,0,0,0,0,0,
2452149.94,43.39,15.41,39.41,243.8,241.93,0,0,0,0,0,
2452139.92,72.35,4.09,72.72,61.56,259.23,0,0,0,0,0,
2452129.85,264.69,16.11,271.1,254.93,241.93,0,0,0,0,0,
2452119.80,227.4,9.02,224.56,151.1,241.93,0,1239.57,40.14,1231.8,40.14,
2452109.75,335.39,11.91,330.19,194.58,259.2,0,416.21,243.46,419.82,243.46,
2452099.73,11.23,0.57,9.18,8.4,241.93,0,0,0,0,0,
2452089.72,19.93,1.26,17.82,18.64,258.33,0,0,0,0,0,
2452079.69,59.45,4.94,52.2,63.39,243.44,0,0,0,0,0,
2452069.67,42.07,15.24,37.99,238.01,241.93,0,0,0,0,0,
2452059.65,30.4,35.05,27.28,557.8,259.2,0,0,0,0,0,
2452049.62,45.19,1.89,44.87,28.54,241.93,0,0,0,0,0,
2452039.59,142.33,13.73,141.97,215.35,255.05,0,0,0,0,0,
2452029.53,312.08,13.51,314.71,224.29,247.69,0,466.51,0,462.32,0,
2452019.50,143.87,1.17,140.77,17.16,241.93,0,1197.91,291.02,1181.53,291.02,
2452009.43,273.4,11.06,274.58,177.48,259.2,0,0,0,0,0,
2451999.41,18.33,1.04,18.28,17.15,241.93,0,0,0,0,0,
2451989.39,36.6,1.62,33.44,21.97,249.93,0,0,0,0,0,
2451979.37,61.83,4.63,53.59,61.84,251.68,0,0,0,0,0,
2451969.35,14.59,30.38,10.88,484.22,241.93,0,0,0,0,0,
2451959.32,43.56,19.09,40.57,302.52,259.23,0,0,0,0,0,
2451949.31,63.37,3.54,63.41,53.59,241.93,0,0,0,0,0,
2451939.27,211.47,14.94,210.5,233.9,246.81,0,0,0,0,0,
2451929.21,280.17,10.61,282.71,179.04,255.98,0,1082.35,0,1079.19,0,
2451919.16,272.37,9.57,271.48,153.36,241.93,0,567.29,291.02,564.33,291.02,
2451908.20,34.41,1.31,31.56,19.36,259.2,0,0,0,0,0,
2451898.18,37.99,2.78,33.35,35.7,241.93,0,0,0,0,0,
2451888.16,62.56,3.68,57.78,49.89,241.93,0,0,0,0,0,
2451878.14,15,33.81,13.68,539.52,259.2,0,0,0,0,0,
2451868.11,42.98,15.9,38.57,250.84,241.93,0,0,0,0,0,
2451858.09,74.12,4.08,70.48,61.1,259.21,0,0,0,0,0,
2451848.06,255.52,15.9,261.41,251.96,241.93,0,0,0,0,0,
2451838.00,236.56,9.11,236.78,154.44,241.93,0,1216.74,40.14,1211.13,40.14,
2451827.96,329.28,11.96,326.83,190.08,259.2,0,451.92,250.88,447.06,250.88,
2451817.94,15.84,0.68,15.81,10.43,241.93,0,0,0,0,0,
